TopicID,TopicName,Level1_Category,Level2_Category,Level3_Category,Level4_Category
408,Superconducting Materials And Devices,9. Interdisciplinary & Emerging Fields,9.2 Physics & Applied Physics,9.2.3 Quantum Systems,
686,Bone Cartilage Tendon,1. Biomedical & Life Sciences Engineering,1.3 Tissue Engineering & Regenerative Medicine,1.3.1 Tissue Engineering,
791,Uranium,7. Chemical & Nuclear Engineering,7.2 Nuclear Engineering,7.2.1 Nuclear Materials,
1111,Polymers And Soft Matter,3. Materials Science & Engineering,3.4 Polymers & Soft Matter,3.4.1 Polymer Science,
1267,Sub-Threshold,4. Electrical & Electronics Engineering,4.1 Microelectronics & Nanoelectronics,4.1.3 VLSI & Circuits,
95,Nanotechnology,3. Materials Science & Engineering,3.1 Materials Synthesis & Processing,3.1.4 Nanomaterials,
894,Human-Robot Interaction,8. Industrial & Systems Engineering,8.4 Human Factors & Ergonomics,8.4.4 Human-System Integration,
287,The Interface Of Data Engineering And Data Science,2. Computer Science & Information Technology,2.6 Data Science & Analytics,2.6.1 Data Mining & Analytics,
960,Cell Signaling,1. Biomedical & Life Sciences Engineering,1.3 Tissue Engineering & Regenerative Medicine,1.3.4 Cell & Molecular Engineering,
841,Photonics,4. Electrical & Electronics Engineering,4.2 Photonics & Optoelectronics,4.2.1 Photonics,
1209,Edge Computing,2. Computer Science & Information Technology,2.2 Computer Systems & Architecture,2.2.3 Distributed & Cloud Computing,
498,Scientific Practice,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.1 Technology & Society,
862,Marine Ecosystems,6. Civil & Environmental Engineering,6.3 Water Resources & Environmental,6.3.3 Environmental Engineering,
1101,Systems Engineering,8. Industrial & Systems Engineering,8.2 Systems Engineering,8.2.1 Systems Analysis,
417,Device And Circuit Solutions For Large-Scale Data Storage,4. Electrical & Electronics Engineering,4.1 Microelectronics & Nanoelectronics,4.1.4 Memory & Storage,
1113,Intelligent Built Environments,6. Civil & Environmental Engineering,6.5 Construction & Infrastructure,6.5.3 Building Systems,
1310,Computer Architecture,2. Computer Science & Information Technology,2.2 Computer Systems & Architecture,2.2.1 Computer Architecture,
1201,Health Informatics,9. Interdisciplinary & Emerging Fields,9.5 Health & Medical Applications,9.5.3 Medical Informatics,
250,Data Mining Machine Learning Computational Epidemiology,2. Computer Science & Information Technology,2.6 Data Science & Analytics,2.6.1 Data Mining & Analytics,
208,Uncertainty Analysis,8. Industrial & Systems Engineering,8.2 Systems Engineering,8.2.1 Systems Analysis,
712,Financial Engineering And Modeling,9. Interdisciplinary & Emerging Fields,9.6 Business & Economics Applications,9.6.2 Financial Engineering,
746,Computational Fluid Dynamics,5. Mechanical & Aerospace Engineering,5.2 Fluid Mechanics & Thermal Sciences,5.2.1 Fluid Dynamics,
1148,Thin Films,3. Materials Science & Engineering,3.1 Materials Synthesis & Processing,3.1.3 Thin Films & Coatings,
849,System Architectures,8. Industrial & Systems Engineering,8.2 Systems Engineering,8.2.2 Systems Design,
218,Polio Eradication,9. Interdisciplinary & Emerging Fields,9.5 Health & Medical Applications,9.5.4 Public Health,
560,Materials Synthesis And Processing,3. Materials Science & Engineering,3.1 Materials Synthesis & Processing,3.1.1 Materials Synthesis,
972,Social Equity In Stem,9. Interdisciplinary & Emerging Fields,9.3 Engineering Education & Research,9.3.3 STEM Education,
747,Numerical Simulation,9. Interdisciplinary & Emerging Fields,9.1 Mathematics & Computational Sciences,9.1.2 Computational Mathematics,
1190,Parallel Computing,2. Computer Science & Information Technology,2.2 Computer Systems & Architecture,2.2.2 High Performance Computing,
621,Development Of High-Order CFD Methods,5. Mechanical & Aerospace Engineering,5.2 Fluid Mechanics & Thermal Sciences,5.2.1 Fluid Dynamics,
427,Cyber-Physical Systems,4. Electrical & Electronics Engineering,4.5 Control Systems & Robotics,4.5.4 Cyber-Physical Systems,
694,Soft-Hard Integration Mechanics,5. Mechanical & Aerospace Engineering,5.1 Solid Mechanics & Materials,5.1.2 Computational Mechanics,
48,Image Reconstruction And Processing,2. Computer Science & Information Technology,2.1 Artificial Intelligence & Machine Learning,2.1.3 Computer Vision & Image Processing,
146,Soft Materials,3. Materials Science & Engineering,3.4 Polymers & Soft Matter,3.4.2 Soft Materials,
1134,Rapid Prototyping,5. Mechanical & Aerospace Engineering,5.4 Design & Manufacturing,5.4.3 Rapid Prototyping,
703,Complex Systems Failure,8. Industrial & Systems Engineering,8.2 Systems Engineering,8.2.3 Complex Systems,
523,Materials Discovery Automation,3. Materials Science & Engineering,3.2 Materials Characterization,3.2.4 Computational Materials,
312,Software Reliability,2. Computer Science & Information Technology,2.3 Software Engineering & Systems,2.3.1 Software Engineering,
1021,Ethics,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.2 Ethics & Policy,
1272,Groundwater,6. Civil & Environmental Engineering,6.3 Water Resources & Environmental,6.3.1 Water Resources,
924,In-Situ/Operando Characterization,3. Materials Science & Engineering,3.2 Materials Characterization,3.2.3 In-situ Characterization,
1077,Collaborative Learning,2. Computer Science & Information Technology,2.7 CS Education & Research,2.7.2 Educational Technology,
1145,Human-Robot Collaboration,8. Industrial & Systems Engineering,8.4 Human Factors & Ergonomics,8.4.4 Human-System Integration,
414,Machine Learning Transformers,2. Computer Science & Information Technology,2.1 Artificial Intelligence & Machine Learning,2.1.2 Deep Learning & Neural Networks,
845,Security And Privacy,2. Computer Science & Information Technology,2.4 Networks & Security,2.4.2 Cybersecurity,
236,Theoretical And Applied Research Intelligent Systems,2. Computer Science & Information Technology,2.1 Artificial Intelligence & Machine Learning,2.1.1 Core AI/ML,
345,Software Engineering,2. Computer Science & Information Technology,2.3 Software Engineering & Systems,2.3.1 Software Engineering,
20,Inclusive And Equitable Student Support,9. Interdisciplinary & Emerging Fields,9.3 Engineering Education & Research,9.3.3 STEM Education,
641,Flight Testing,5. Mechanical & Aerospace Engineering,5.3 Aerospace Engineering,5.3.3 Flight Mechanics,
292,Digital Humanities,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.1 Technology & Society,
23,Biotechnology,1. Biomedical & Life Sciences Engineering,1.2 Biotechnology & Biomolecular Engineering,1.2.2 Biomolecular Engineering,
850,Massively Interacting Systems,8. Industrial & Systems Engineering,8.2 Systems Engineering,8.2.3 Complex Systems,
112,Protein Separations,1. Biomedical & Life Sciences Engineering,1.2 Biotechnology & Biomolecular Engineering,1.2.4 Bioprocessing & Bioseparations,
107,Materials Synthesis,3. Materials Science & Engineering,3.1 Materials Synthesis & Processing,3.1.1 Materials Synthesis,
634,BiomechaniCS Of Cardiopulmonary Resuscitation,1. Biomedical & Life Sciences Engineering,1.1 Biomedical Engineering,1.1.2 Biomechanics & Injury Science,
1089,Autonomy,4. Electrical & Electronics Engineering,4.5 Control Systems & Robotics,4.5.3 Autonomous Systems,
169,Smart Cities,6. Civil & Environmental Engineering,6.5 Construction & Infrastructure,6.5.2 Smart Infrastructure,
677,Post Mortem Human Subject Training,1. Biomedical & Life Sciences Engineering,1.1 Biomedical Engineering,1.1.4 Clinical Applications,
1169,Tensor Decomposition,9. Interdisciplinary & Emerging Fields,9.1 Mathematics & Computational Sciences,9.1.2 Computational Mathematics,
544,Electronic Structures,3. Materials Science & Engineering,3.3 Materials Properties & Applications,3.3.1 Electronic Materials,
796,Extreme Nanomanufacturing,3. Materials Science & Engineering,3.1 Materials Synthesis & Processing,3.1.4 Nanomaterials,
1100,Stochastic Approximation,8. Industrial & Systems Engineering,8.1 Operations Research,8.1.2 Stochastic Systems,
30,Musculoskeletal Diseases,1. Biomedical & Life Sciences Engineering,1.3 Tissue Engineering & Regenerative Medicine,1.3.1 Tissue Engineering,
148,Peptide Self-Assembly,1. Biomedical & Life Sciences Engineering,1.2 Biotechnology & Biomolecular Engineering,1.2.2 Biomolecular Engineering,
1045,Reinforcement Learning,2. Computer Science & Information Technology,2.1 Artificial Intelligence & Machine Learning,2.1.1 Core AI/ML,
374,Computer Architecture And Compilers,2. Computer Science & Information Technology,2.2 Computer Systems & Architecture,2.2.1 Computer Architecture,
265,Intelligent Human-Centered Computing,2. Computer Science & Information Technology,2.5 Human-Computer Interaction,2.5.1 HCI & User Experience,
286,Deep Learning Data Analytics,2. Computer Science & Information Technology,2.1 Artificial Intelligence & Machine Learning,2.1.2 Deep Learning & Neural Networks,
1132,Heat Transport,5. Mechanical & Aerospace Engineering,5.2 Fluid Mechanics & Thermal Sciences,5.2.2 Heat Transfer,
1327,Diabetes Technology,1. Biomedical & Life Sciences Engineering,1.1 Biomedical Engineering,1.1.4 Clinical Applications,
869,Image Analysis,2. Computer Science & Information Technology,2.1 Artificial Intelligence & Machine Learning,2.1.3 Computer Vision & Image Processing,
75,Signal And Image Processing,4. Electrical & Electronics Engineering,4.3 Communications & Signal Processing,4.3.3 Image Processing,
663,Three-Dimensional Measurements And Visualization,2. Computer Science & Information Technology,2.6 Data Science & Analytics,2.6.4 Visualization,
130,Materials Microstructure Control,3. Materials Science & Engineering,3.2 Materials Characterization,3.2.4 Computational Materials,
860,Environmental Fluid Mechanics,5. Mechanical & Aerospace Engineering,5.2 Fluid Mechanics & Thermal Sciences,5.2.1 Fluid Dynamics,
744,Applied Mathematics,9. Interdisciplinary & Emerging Fields,9.1 Mathematics & Computational Sciences,9.1.1 Applied Mathematics,
323,Increasing K-12 Access To Computing,2. Computer Science & Information Technology,2.7 CS Education & Research,2.7.3 Broadening Participation,
682,Structure-Function Relationships,3. Materials Science & Engineering,3.3 Materials Properties & Applications,3.3.1 Electronic Materials,
1097,Computer-Aided Design,5. Mechanical & Aerospace Engineering,5.4 Design & Manufacturing,5.4.4 CAD/CAM,
847,Graph Dynamical Systems,9. Interdisciplinary & Emerging Fields,9.1 Mathematics & Computational Sciences,9.1.4 Mathematical Modeling,
160,Intelligent Transportation Systems,6. Civil & Environmental Engineering,6.2 Transportation Engineering,6.2.3 Intelligent Transportation,
1285,Photoelectrochemistry,3. Materials Science & Engineering,3.3 Materials Properties & Applications,3.3.4 Energy Materials,
1093,Cancer,1. Biomedical & Life Sciences Engineering,1.4 Systems Biology & Bioinformatics,1.4.1 Systems Biology,
827,Infectious Disease,9. Interdisciplinary & Emerging Fields,9.5 Health & Medical Applications,9.5.4 Public Health,
684,Biomineralizing Tissues,1. Biomedical & Life Sciences Engineering,1.3 Tissue Engineering & Regenerative Medicine,1.3.1 Tissue Engineering,
571,First-Principles Alloy Theory,3. Materials Science & Engineering,3.5 Structural Materials,3.5.1 Metals & Alloys,
605,Coherent Anti-Stokes Raman Scattering,3. Materials Science & Engineering,3.2 Materials Characterization,3.2.2 Spectroscopy,
691,Engineering Mechanics,5. Mechanical & Aerospace Engineering,5.1 Solid Mechanics & Materials,5.1.1 Structural Mechanics,
199,Computational Statistics,9. Interdisciplinary & Emerging Fields,9.1 Mathematics & Computational Sciences,9.1.3 Statistics,
179,Construction Automation,6. Civil & Environmental Engineering,6.5 Construction & Infrastructure,6.5.1 Construction Management,
642,Controls,4. Electrical & Electronics Engineering,4.5 Control Systems & Robotics,4.5.1 Control Systems,
515,Advanced Characterization Of Quantum Nanophotonic Systems,4. Electrical & Electronics Engineering,4.2 Photonics & Optoelectronics,4.2.3 Quantum Optics,
1300,Multibody Mechanics,5. Mechanical & Aerospace Engineering,5.5 Dynamics & Vibrations,5.5.4 Multibody Dynamics,
741,Intelligent Materials And Structures,5. Mechanical & Aerospace Engineering,5.1 Solid Mechanics & Materials,5.1.4 Smart Structures,
1019,III-Nitride,4. Electrical & Electronics Engineering,4.1 Microelectronics & Nanoelectronics,4.1.1 Semiconductor Devices,
505,Bio-Inspired Robotics,4. Electrical & Electronics Engineering,4.5 Control Systems & Robotics,4.5.2 Robotics,
775,Automated Assessment Tools,2. Computer Science & Information Technology,2.7 CS Education & Research,2.7.2 Educational Technology,
912,Social Networks,8. Industrial & Systems Engineering,8.2 Systems Engineering,8.2.3 Complex Systems,
70,Cell Signaling And Cellular Decision-Making,1. Biomedical & Life Sciences Engineering,1.3 Tissue Engineering & Regenerative Medicine,1.3.4 Cell & Molecular Engineering,
828,Signal Transduction,1. Biomedical & Life Sciences Engineering,1.3 Tissue Engineering & Regenerative Medicine,1.3.4 Cell & Molecular Engineering,
1224,Remote Sensing,6. Civil & Environmental Engineering,6.3 Water Resources & Environmental,6.3.1 Water Resources,
1229,Tech Ethics,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.2 Ethics & Policy,
710,Simulation Optimization,8. Industrial & Systems Engineering,8.1 Operations Research,8.1.3 Simulation,
1219,Forensics,9. Interdisciplinary & Emerging Fields,9.5 Health & Medical Applications,9.5.3 Medical Informatics,
674,Occupant Kinematics,1. Biomedical & Life Sciences Engineering,1.1 Biomedical Engineering,1.1.2 Biomechanics & Injury Science,
990,Industrial Organization,9. Interdisciplinary & Emerging Fields,9.6 Business & Economics Applications,9.6.4 Industrial Organization,
1003,Human-Technology Interaction,2. Computer Science & Information Technology,2.5 Human-Computer Interaction,2.5.1 HCI & User Experience,
64,Tissue Regeneration,1. Biomedical & Life Sciences Engineering,1.3 Tissue Engineering & Regenerative Medicine,1.3.1 Tissue Engineering,
166,Hydroinformatics,6. Civil & Environmental Engineering,6.3 Water Resources & Environmental,6.3.1 Water Resources,
964,Pediatric Trauma,1. Biomedical & Life Sciences Engineering,1.1 Biomedical Engineering,1.1.2 Biomechanics & Injury Science,
5,Human Factors,8. Industrial & Systems Engineering,8.4 Human Factors & Ergonomics,8.4.1 Human Factors,
1284,Electrodeposition,3. Materials Science & Engineering,3.1 Materials Synthesis & Processing,3.1.3 Thin Films & Coatings,
726,The Generic Structure And MathematiCS Of Simulation Models,8. Industrial & Systems Engineering,8.1 Operations Research,8.1.3 Simulation,
647,Injury Biomechanics,1. Biomedical & Life Sciences Engineering,1.1 Biomedical Engineering,1.1.2 Biomechanics & Injury Science,
545,Multifunctional Materials,3. Materials Science & Engineering,3.3 Materials Properties & Applications,3.3.3 Optical Materials,
629,Occupant Safety,8. Industrial & Systems Engineering,8.4 Human Factors & Ergonomics,8.4.2 Safety Engineering,
568,Solar Power,3. Materials Science & Engineering,3.3 Materials Properties & Applications,3.3.4 Energy Materials,
880,Radiation-Solid Interactions,7. Chemical & Nuclear Engineering,7.2 Nuclear Engineering,7.2.2 Radiation Effects,
46,Maternal And Placental Immune Regulation,1. Biomedical & Life Sciences Engineering,1.4 Systems Biology & Bioinformatics,1.4.3 Immunology & Immunoengineering,
865,Environment Assisted Cracking,3. Materials Science & Engineering,3.5 Structural Materials,3.5.4 Materials Degradation,
1022,Environmental Sustainability,6. Civil & Environmental Engineering,6.3 Water Resources & Environmental,6.3.4 Climate & Sustainability,
950,Muscle,1. Biomedical & Life Sciences Engineering,1.3 Tissue Engineering & Regenerative Medicine,1.3.1 Tissue Engineering,
289,EMBEdded Systems,2. Computer Science & Information Technology,2.2 Computer Systems & Architecture,2.2.4 Embedded Systems,
1290,Image Processing,2. Computer Science & Information Technology,2.1 Artificial Intelligence & Machine Learning,2.1.3 Computer Vision & Image Processing,
87,Biotechnology Engineering,1. Biomedical & Life Sciences Engineering,1.2 Biotechnology & Biomolecular Engineering,1.2.2 Biomolecular Engineering,
866,Stress Corrosion Cracking,3. Materials Science & Engineering,3.5 Structural Materials,3.5.4 Materials Degradation,
937,Science And Technology Studies,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.1 Technology & Society,
800,Event Prediction,2. Computer Science & Information Technology,2.1 Artificial Intelligence & Machine Learning,2.1.1 Core AI/ML,
189,Intelligent Infrastructure Systems,6. Civil & Environmental Engineering,6.5 Construction & Infrastructure,6.5.2 Smart Infrastructure,
204,Water Resources Management,6. Civil & Environmental Engineering,6.3 Water Resources & Environmental,6.3.1 Water Resources,
307,Natural Language Processing,2. Computer Science & Information Technology,2.1 Artificial Intelligence & Machine Learning,2.1.4 Natural Language Processing,
638,Scramjets,5. Mechanical & Aerospace Engineering,5.3 Aerospace Engineering,5.3.2 Propulsion,
770,Indoor Environmental Quality,6. Civil & Environmental Engineering,6.5 Construction & Infrastructure,6.5.3 Building Systems,
1151,Angiogenesis,1. Biomedical & Life Sciences Engineering,1.4 Systems Biology & Bioinformatics,1.4.1 Systems Biology,
1176,Silicene And Graphene,4. Electrical & Electronics Engineering,4.1 Microelectronics & Nanoelectronics,4.1.2 Nanoelectronics,
313,Network Science,8. Industrial & Systems Engineering,8.2 Systems Engineering,8.2.3 Complex Systems,
874,Governance,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.2 Ethics & Policy,
282,Algorithms,2. Computer Science & Information Technology,2.3 Software Engineering & Systems,2.3.1 Software Engineering,
200,Climate Change,6. Civil & Environmental Engineering,6.3 Water Resources & Environmental,6.3.4 Climate & Sustainability,
392,Microscale Heat Transfer,5. Mechanical & Aerospace Engineering,5.2 Fluid Mechanics & Thermal Sciences,5.2.2 Heat Transfer,
1107,Predictive Modeling,2. Computer Science & Information Technology,2.1 Artificial Intelligence & Machine Learning,2.1.1 Core AI/ML,
961,Cancer Biology,1. Biomedical & Life Sciences Engineering,1.4 Systems Biology & Bioinformatics,1.4.1 Systems Biology,
332,Digital Well-Being,2. Computer Science & Information Technology,2.5 Human-Computer Interaction,2.5.4 Digital Well-being,
1094,Transportation Engineering,6. Civil & Environmental Engineering,6.2 Transportation Engineering,6.2.1 Transportation Systems,
288,Cyber Security,2. Computer Science & Information Technology,2.4 Networks & Security,2.4.2 Cybersecurity,
303,Programmable Networks,2. Computer Science & Information Technology,2.4 Networks & Security,2.4.1 Networking,
833,Networking,2. Computer Science & Information Technology,2.4 Networks & Security,2.4.1 Networking,
529,Magnetic Materials,3. Materials Science & Engineering,3.3 Materials Properties & Applications,3.3.2 Magnetic Materials,
329,Ubiquitous Computing,2. Computer Science & Information Technology,2.5 Human-Computer Interaction,2.5.3 Ubiquitous Computing,
1173,Engineering Studies,9. Interdisciplinary & Emerging Fields,9.3 Engineering Education & Research,9.3.1 Engineering Education,
301,Computer Science Education,2. Computer Science & Information Technology,2.7 CS Education & Research,2.7.1 CS Education,
82,Biotechnology And Biomolecular Engineering,1. Biomedical & Life Sciences Engineering,1.2 Biotechnology & Biomolecular Engineering,1.2.2 Biomolecular Engineering,
716,Multimodal Machine Learning For Public Health,9. Interdisciplinary & Emerging Fields,9.5 Health & Medical Applications,9.5.4 Public Health,
602,Computational Plasma Physics,7. Chemical & Nuclear Engineering,7.2 Nuclear Engineering,7.2.4 Plasma Physics,
768,Molecular Beam Epitaxy,3. Materials Science & Engineering,3.1 Materials Synthesis & Processing,3.1.3 Thin Films & Coatings,
987,Chromatography,7. Chemical & Nuclear Engineering,7.1 Chemical Engineering,7.1.2 Separations,
564,Opal Crystal Growth,3. Materials Science & Engineering,3.1 Materials Synthesis & Processing,3.1.1 Materials Synthesis,
655,Tribology,5. Mechanical & Aerospace Engineering,5.1 Solid Mechanics & Materials,5.1.3 Fracture & Fatigue,
1124,Dielectrophoresis,4. Electrical & Electronics Engineering,4.1 Microelectronics & Nanoelectronics,4.1.1 Semiconductor Devices,
1237,Electroconvection,5. Mechanical & Aerospace Engineering,5.2 Fluid Mechanics & Thermal Sciences,5.2.1 Fluid Dynamics,
1150,Ion Conductors,3. Materials Science & Engineering,3.3 Materials Properties & Applications,3.3.4 Energy Materials,
473,Material Cultures,9. Interdisciplinary & Emerging Fields,9.4 Science Technology & Society,9.4.1 Technology & Society,
584,Material Properties,3. Materials Science & Engineering,3.3 Materials Properties & Applications,,
1162,Materials,3. Materials Science & Engineering,3.1 Materials Synthesis & Processing,3.1.1 Materials Synthesis,
545,Multifunctional Materials,3. Materials Science & Engineering,3.3 Materials Properties & Applications,3.3.3 Optical Materials,
572,Phase Transformation,3. Materials Science & Engineering,3.5 Structural Materials,3.5.1 Metals & Alloys,
1305,Phase Transformations,3. Materials Science & Engineering,3.5 Structural Materials,3.5.1 Metals & Alloys,
652,Biological And Bio-Inspired Materials,3. Materials Science & Engineering,3.4 Polymers & Soft Matter,3.4.4 Biomaterials,
541,Critical Materials,3. Materials Science & Engineering,3.3 Materials Properties & Applications,3.3.4 Energy Materials,
1283,Electrochemical Materials Science,3. Materials Science & Engineering,3.3 Materials Properties & Applications,3.3.4 Energy Materials,
510,Ferroic Materials,3. Materials Science & Engineering,3.3 Materials Properties & Applications,3.3.1 Electronic Materials,
1286,Functional Materials,3. Materials Science & Engineering,3.3 Materials Properties & Applications,,
190,GeomechaniCS And Geomaterials,6. Civil & Environmental Engineering,6.4 Geotechnical Engineering,6.4.1 Soil Mechanics,
195,Innovative Materials For Civil Infrastructure,6. Civil & Environmental Engineering,6.1 Structural Engineering,6.1.4 Construction Materials,
418,Integration Of Novel Materials,4. Electrical & Electronics Engineering,4.1 Microelectronics & Nanoelectronics,4.1.2 Nanoelectronics,
741,Intelligent Materials And Structures,5. Mechanical & Aerospace Engineering,5.1 Solid Mechanics & Materials,5.1.4 Smart Structures,
764,Material Science,3. Materials Science & Engineering,3.1 Materials Synthesis & Processing,3.1.1 Materials Synthesis,
999,Material Thermophysics,5. Mechanical & Aerospace Engineering,5.2 Fluid Mechanics & Thermal Sciences,5.2.3 Thermodynamics,
1241,Materials For Extreme Environments,3. Materials Science & Engineering,3.5 Structural Materials,3.5.3 Composites,
508,Materials Informatics,3. Materials Science & Engineering,3.2 Materials Characterization,3.2.4 Computational Materials,
