TopicID,TopicName,Level1_Category,Level2_Category,Level3_Category,Level4_Category
34,Mechanobiology,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.3 Tissue Engineering & Regenerative Medicine,1.3.4 Cell & Molecular Engineering,
35,Musculoskeletal Tissue Engineering,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.3 Tissue Engineering & Regenerative Medicine,1.3.1 Tissue Engineering,
36,Materials And Advanced Manufacturing For Biological Applications,5. MECHANICAL & AEROSPACE ENGINEERING,5.4 Design & Manufacturing,5.4.2 Manufacturing Processes,
37,Translational Research,9. INTERDISCIPLINARY & EMERGING FIELDS,"9.4 Science,  Technology & Society","9.4.3 Innovation Studies, ",
38,Entrepreneurship,9. INTERDISCIPLINARY & EMERGING FIELDS,"9.4 Science,  Technology & Society","9.4.3 Innovation Studies, ",
39,Technology Transfer,9. INTERDISCIPLINARY & EMERGING FIELDS,"9.4 Science,  Technology & Society","9.4.3 Innovation Studies, ",
40,Innovation,9. INTERDISCIPLINARY & EMERGING FIELDS,"9.4 Science,  Technology & Society","9.4.3 Innovation Studies, ",
41,Student Industry Preparedness,9. INTERDISCIPLINARY & EMERGING FIELDS,9.3 Engineering Education & Research,9.3.4 Professional Development,
42,Advanced Biomanufacturing,5. MECHANICAL & AEROSPACE ENGINEERING,5.4 Design & Manufacturing,5.4.2 Manufacturing Processes,
43,Engineered Soft Biomaterials,3. MATERIALS SCIENCE & ENGINEERING,3.4 Polymers & Soft Matter,3.4.4 Biomaterials,
44,Systems Immunology,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.4 Systems Biology & Bioinformatics,1.4.1 Systems Biology,
45,Immunoengineering,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.4 Systems Biology & Bioinformatics,1.4.3 Immunology & Immunoengineering,
46,Maternal And Placental Immune Regulation,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.4 Systems Biology & Bioinformatics,1.4.3 Immunology & Immunoengineering,
48,Image Reconstruction And Processing,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.1 Artificial Intelligence & Machine Learning,2.1.3 Computer Vision & Image Processing,
49,Imaging System Engineering,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.1 Biomedical Engineering,1.1.1 Medical Imaging & Diagnostics,
50,Cardiovascular Disease,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.1 Biomedical Engineering,1.1.4 Clinical Applications,
51,Systems Biology,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.4 Systems Biology & Bioinformatics,1.4.1 Systems Biology,
52,Cancer Biology,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.4 Systems Biology & Bioinformatics,1.4.1 Systems Biology,
53,Cellular And Molecular Bioengineering,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.3 Tissue Engineering & Regenerative Medicine,1.3.4 Cell & Molecular Engineering,
54,Quantitative Pharmacology,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.2 Biotechnology & Biomolecular Engineering,1.2.1 Drug Delivery & Therapeutics,
55,Tumor Heterogeneity,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.4 Systems Biology & Bioinformatics,1.4.1 Systems Biology,
56,Targeted Drug And Gene Delivery,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.2 Biotechnology & Biomolecular Engineering,1.2.1 Drug Delivery & Therapeutics,
57,Biomedical Imaging,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.1 Biomedical Engineering,1.1.1 Medical Imaging & Diagnostics,
58,Tissue Engineering And Biomaterials,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.3 Tissue Engineering & Regenerative Medicine,,
59,Novel Biomaterial Development,3. MATERIALS SCIENCE & ENGINEERING,3.4 Polymers & Soft Matter,3.4.4 Biomaterials,
60,Drug And Cell Delivery,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.2 Biotechnology & Biomolecular Engineering,1.2.1 Drug Delivery & Therapeutics,
61,"""Molecular Biomechanics Intermolecular Bond Mechanics"," Molecular Motors,  And The Motility Of Single Cells""",1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.3 Tissue Engineering & Regenerative Medicine,"1.3.4 Cell & Molecular Engineering, "
62,Design Of Clinical Instruments,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.1 Biomedical Engineering,1.1.3 Medical Devices & Instrumentation,
63,"""Scholarship Of Teaching And Learning Self-concept"," Self-efficacy,  And Other Psychometrics That Might Be Influenced By Hands-on Experiences""",9. INTERDISCIPLINARY & EMERGING FIELDS,9.3 Engineering Education & Research,"9.3.1 Engineering Education, "
64,Tissue Regeneration,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.3 Tissue Engineering & Regenerative Medicine,1.3.1 Tissue Engineering,
65,Bioprinting,3. MATERIALS SCIENCE & ENGINEERING,3.1 Materials Synthesis & Processing,3.1.2 Additive Manufacturing,
66,Drug Development,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.2 Biotechnology & Biomolecular Engineering,1.2.1 Drug Delivery & Therapeutics,
67,Theranostics And Image-guided Therapies,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.1 Biomedical Engineering,1.1.1 Medical Imaging & Diagnostics,
68,Multi-functional Nanoconstructs And Cellular Engineering,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.3 Tissue Engineering & Regenerative Medicine,1.3.4 Cell & Molecular Engineering,
69,Cancer Immunotherapy,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.4 Systems Biology & Bioinformatics,1.4.3 Immunology & Immunoengineering,
70,Cell Signaling And Cellular Decision-making,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.3 Tissue Engineering & Regenerative Medicine,1.3.4 Cell & Molecular Engineering,
72,Targeted Therapeutics For Cancer,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.2 Biotechnology & Biomolecular Engineering,1.2.1 Drug Delivery & Therapeutics,
73,Computational Modeling Of Biological Phenomena,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.4 Systems Biology & Bioinformatics,1.4.2 Bioinformatics & Computational Biology,
75,Signal And Image Processing,4. ELECTRICAL & ELECTRONICS ENGINEERING,4.3 Communications & Signal Processing,4.3.3 Image Processing,
76,Biomechanics/injury Biomechanics Or Biomechanics And Mechanobiology,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.1 Biomedical Engineering,1.1.2 Biomechanics & Injury Science,
77,Cardiovascular Engineering,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.3 Tissue Engineering & Regenerative Medicine,1.3.1 Tissue Engineering,
79,Bioinformatics And Computational Biology,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.4 Systems Biology & Bioinformatics,1.4.2 Bioinformatics & Computational Biology,
81,Cancer,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.4 Systems Biology & Bioinformatics,1.4.1 Systems Biology,
82,"""Biotechnology And Biomolecular Engineering Biomolecular Design"," Cellular And Molecular Bioengineering""",1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.2 Biotechnology & Biomolecular Engineering,"1.2.2 Biomolecular Engineering, "
83,Systems Bioengineering,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.4 Systems Biology & Bioinformatics,1.4.1 Systems Biology,
84,Tissue Engineering,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.3 Tissue Engineering & Regenerative Medicine,1.3.1 Tissue Engineering,
85,Advanced Biomanufacturing 3d Bioprinting,5. MECHANICAL & AEROSPACE ENGINEERING,5.4 Design & Manufacturing,5.4.2 Manufacturing Processes,
86,Cardiovascular Genetics,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.4 Systems Biology & Bioinformatics,1.4.2 Bioinformatics & Computational Biology,
87,Biotechnology Engineering,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.2 Biotechnology & Biomolecular Engineering,1.2.2 Biomolecular Engineering,
88,Drug And Gene Delivery,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.2 Biotechnology & Biomolecular Engineering,1.2.1 Drug Delivery & Therapeutics,
89,Biomechanics And Mechanobiology,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.1 Biomedical Engineering,1.1.2 Biomechanics & Injury Science,
90,Computer Graphics And Vision,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.1 Artificial Intelligence & Machine Learning,2.1.3 Computer Vision & Image Processing,
91,Machine Learning,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.1 Artificial Intelligence & Machine Learning,2.1.1 Core AI/ML,
93,Inflammation-fibrosis,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.4 Systems Biology & Bioinformatics,1.4.3 Immunology & Immunoengineering,
94,Advanced Immunotherapies,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.4 Systems Biology & Bioinformatics,1.4.3 Immunology & Immunoengineering,
95,Nanotechnology,3. MATERIALS SCIENCE & ENGINEERING,3.1 Materials Synthesis & Processing,3.1.4 Nanomaterials,
96,Biomaterials Science,3. MATERIALS SCIENCE & ENGINEERING,3.4 Polymers & Soft Matter,3.4.4 Biomaterials,
97,Precision Medicine,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.1 Biomedical Engineering,1.1.4 Clinical Applications,
99,Biomaterials And Biofunctional Materials,3. MATERIALS SCIENCE & ENGINEERING,3.4 Polymers & Soft Matter,3.4.4 Biomaterials,
100,Biosynthesis,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.2 Biotechnology & Biomolecular Engineering,1.2.3 Synthetic Biology,
101,Nanotechnology And Tissue Engineering,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.3 Tissue Engineering & Regenerative Medicine,,
102,Data Mining,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.6 Data Science & Analytics,2.6.1 Data Mining & Analytics,
103,Bioinformatics,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.4 Systems Biology & Bioinformatics,1.4.2 Bioinformatics & Computational Biology,
104,Health Informatics,9. INTERDISCIPLINARY & EMERGING FIELDS,9.5 Health & Medical Applications,9.5.3 Medical Informatics,
105,Catalysis,7. CHEMICAL & NUCLEAR ENGINEERING,7.1 Chemical Engineering,7.1.1 Reaction Engineering,
106,Electrocatalysis,7. CHEMICAL & NUCLEAR ENGINEERING,7.1 Chemical Engineering,7.1.1 Reaction Engineering,
107,Materials Synthesis,3. MATERIALS SCIENCE & ENGINEERING,3.1 Materials Synthesis & Processing,3.1.1 Materials Synthesis,
108,Materials Characterization,3. MATERIALS SCIENCE & ENGINEERING,3.2 Materials Characterization,,
109,Molecular Simulations,3. MATERIALS SCIENCE & ENGINEERING,3.2 Materials Characterization,3.2.4 Computational Materials,
110,Machine Learning & Artificial Intelligence,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.1 Artificial Intelligence & Machine Learning,2.1.1 Core AI/ML,
111,Statistical Physics & Biophysics,9. INTERDISCIPLINARY & EMERGING FIELDS,9.2 Physics & Applied Physics,9.2.4 Statistical Physics,
112,Protein Separations,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.2 Biotechnology & Biomolecular Engineering,1.2.4 Bioprocessing & Bioseparations,
113,Polymers And Soft Matter,3. MATERIALS SCIENCE & ENGINEERING,3.4 Polymers & Soft Matter,,
115,Bioengineering,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.1 Biomedical Engineering,,
116,Surface And Interface Science And Engineering,3. MATERIALS SCIENCE & ENGINEERING,3.4 Polymers & Soft Matter,3.4.3 Colloids & Interfaces,
118,Environmental Engineering,6. CIVIL & ENVIRONMENTAL ENGINEERING,6.3 Water Resources & Environmental,6.3.3 Environmental Engineering,
119,Water Resources,6. CIVIL & ENVIRONMENTAL ENGINEERING,6.3 Water Resources & Environmental,6.3.1 Water Resources,
120,Membrane Separations,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.2 Biotechnology & Biomolecular Engineering,1.2.4 Bioprocessing & Bioseparations,
121,Polymers,3. MATERIALS SCIENCE & ENGINEERING,3.4 Polymers & Soft Matter,3.4.1 Polymer Science,
122,Redox Flow Battery / Fuel Cell Membranes,3. MATERIALS SCIENCE & ENGINEERING,3.3 Materials Properties & Applications,3.3.4 Energy Materials,
123,Desalination Membranes,6. CIVIL & ENVIRONMENTAL ENGINEERING,6.3 Water Resources & Environmental,6.3.2 Water Treatment,
124,Microwave Dielectric Relaxation Spectroscopy,3. MATERIALS SCIENCE & ENGINEERING,3.2 Materials Characterization,3.2.2 Spectroscopy,
125,Colloids And Interfaces,3. MATERIALS SCIENCE & ENGINEERING,3.4 Polymers & Soft Matter,3.4.3 Colloids & Interfaces,
126,Assembly And Rheology,3. MATERIALS SCIENCE & ENGINEERING,3.4 Polymers & Soft Matter,3.4.2 Soft Materials,
127,Soft Materials And Soft Matter,3. MATERIALS SCIENCE & ENGINEERING,3.4 Polymers & Soft Matter,3.4.2 Soft Materials,
128,Batteries And Energy Storage,3. MATERIALS SCIENCE & ENGINEERING,3.3 Materials Properties & Applications,3.3.4 Energy Materials,
129,Particle Engineering And Characterization,3. MATERIALS SCIENCE & ENGINEERING,3.2 Materials Characterization,,
130,Materials Microstructure Control And Characterization,3. MATERIALS SCIENCE & ENGINEERING,3.2 Materials Characterization,,
131,Colloid And Surface Science,3. MATERIALS SCIENCE & ENGINEERING,3.4 Polymers & Soft Matter,3.4.3 Colloids & Interfaces,
132,Reaction Engineering,7. CHEMICAL & NUCLEAR ENGINEERING,7.1 Chemical Engineering,7.1.1 Reaction Engineering,
133,Tissue Engineering And Regenerative Medicine,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.3 Tissue Engineering & Regenerative Medicine,,
134,Drug Delivery,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.2 Biotechnology & Biomolecular Engineering,1.2.1 Drug Delivery & Therapeutics,
135,Biotechnology And Biomolecular Engineering,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.2 Biotechnology & Biomolecular Engineering,1.2.2 Biomolecular Engineering,
136,Polymer Synthesis And Characterization,3. MATERIALS SCIENCE & ENGINEERING,3.4 Polymers & Soft Matter,3.4.1 Polymer Science,
137,Peptide Binding And Assembly,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.2 Biotechnology & Biomolecular Engineering,1.2.2 Biomolecular Engineering,
138,Therapeutic Peptide Delivery,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.2 Biotechnology & Biomolecular Engineering,1.2.1 Drug Delivery & Therapeutics,
139,Computational Catalysis,7. CHEMICAL & NUCLEAR ENGINEERING,7.1 Chemical Engineering,7.1.1 Reaction Engineering,
140,Quantum Chemical Calculations,3. MATERIALS SCIENCE & ENGINEERING,3.2 Materials Characterization,3.2.4 Computational Materials,
141,Modeling Of Material Synthesis And Deactivation,3. MATERIALS SCIENCE & ENGINEERING,3.2 Materials Characterization,3.2.4 Computational Materials,
142,Molecular Dynamics And Monte Carlo Simulations,3. MATERIALS SCIENCE & ENGINEERING,3.2 Materials Characterization,3.2.4 Computational Materials,
143,Cardiovascular Tissue Engineering & Regenerative Medicine,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.3 Tissue Engineering & Regenerative Medicine,1.3.1 Tissue Engineering,
144,Targeted Drug Delivery,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.2 Biotechnology & Biomolecular Engineering,1.2.1 Drug Delivery & Therapeutics,
146,Soft Materials,3. MATERIALS SCIENCE & ENGINEERING,3.4 Polymers & Soft Matter,3.4.2 Soft Materials,
147,Polymer Physics,3. MATERIALS SCIENCE & ENGINEERING,3.4 Polymers & Soft Matter,3.4.1 Polymer Science,
148,Peptide Self-assembly,1. BIOMEDICAL & LIFE SCIENCES ENGINEERING,1.2 Biotechnology & Biomolecular Engineering,1.2.2 Biomolecular Engineering,
149,Sustainable Transportation Systems,6. CIVIL & ENVIRONMENTAL ENGINEERING,6.2 Transportation Engineering,6.2.4 Sustainable Transportation,
150,Transportation Economics,9. INTERDISCIPLINARY & EMERGING FIELDS,9.6 Business & Economics Applications,9.6.3 Economic Analysis,
151,Transportation Demand Modeling,6. CIVIL & ENVIRONMENTAL ENGINEERING,6.2 Transportation Engineering,6.2.2 Traffic Engineering,
152,Safety,8. INDUSTRIAL & SYSTEMS ENGINEERING,8.4 Human Factors & Ergonomics,8.4.2 Safety Engineering,
153,Carbon Capture And Sequestration,7. CHEMICAL & NUCLEAR ENGINEERING,7.3 Energy & Sustainability,7.3.2 Sustainable Processes,
154,Negative Emissions,7. CHEMICAL & NUCLEAR ENGINEERING,7.3 Energy & Sustainability,7.3.2 Sustainable Processes,
155,Smart Buildings/cities,6. CIVIL & ENVIRONMENTAL ENGINEERING,6.5 Construction & Infrastructure,,
156,Risk And Decision Analysis,8. INDUSTRIAL & SYSTEMS ENGINEERING,8.1 Operations Research,8.1.4 Decision Analysis,
157,Optimization Models And Methods,8. INDUSTRIAL & SYSTEMS ENGINEERING,8.1 Operations Research,8.1.1 Optimization,
158,Systems Integration,8. INDUSTRIAL & SYSTEMS ENGINEERING,8.2 Systems Engineering,8.2.1 Systems Analysis,
159,Autonomy And Controls/control Systems,4. ELECTRICAL & ELECTRONICS ENGINEERING,4.5 Control Systems & Robotics,4.5.1 Control Systems,
160,Intelligent Transportation Systems,6. CIVIL & ENVIRONMENTAL ENGINEERING,6.2 Transportation Engineering,6.2.3 Intelligent Transportation,
161,Wireless Health,9. INTERDISCIPLINARY & EMERGING FIELDS,9.5 Health & Medical Applications,9.5.1 Digital Health,
162,Structures And Mechanics (sustainable Infrastructure Systems),6. CIVIL & ENVIRONMENTAL ENGINEERING,6.1 Structural Engineering,,
163,Advanced Materials For Transportation Applications,6. CIVIL & ENVIRONMENTAL ENGINEERING,6.2 Transportation Engineering,,
164,Infrastructure Engineering/transportation Studies,6. CIVIL & ENVIRONMENTAL ENGINEERING,,,
165,Water Resources Engineering,6. CIVIL & ENVIRONMENTAL ENGINEERING,6.3 Water Resources & Environmental,6.3.1 Water Resources,
166,Hydroinformatics,6. CIVIL & ENVIRONMENTAL ENGINEERING,6.3 Water Resources & Environmental,6.3.1 Water Resources,
167,Stormwater,6. CIVIL & ENVIRONMENTAL ENGINEERING,6.3 Water Resources & Environmental,6.3.1 Water Resources,
168,Flooding,6. CIVIL & ENVIRONMENTAL ENGINEERING,6.4 Geotechnical Engineering,6.4.3 Geohazards,
169,Smart Cities,6. CIVIL & ENVIRONMENTAL ENGINEERING,6.5 Construction & Infrastructure,6.5.2 Smart Infrastructure,
171,Infrastructure Condition Assessment,6. CIVIL & ENVIRONMENTAL ENGINEERING,6.5 Construction & Infrastructure,6.5.2 Smart Infrastructure,
172,Structural Health Monitoring,6. CIVIL & ENVIRONMENTAL ENGINEERING,6.1 Structural Engineering,6.1.3 Structural Health Monitoring,
173,Digital Twins,6. CIVIL & ENVIRONMENTAL ENGINEERING,6.5 Construction & Infrastructure,6.5.2 Smart Infrastructure,
174,Applied Machine Learning,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.1 Artificial Intelligence & Machine Learning,2.1.1 Core AI/ML,
175,Intelligent Built Environments (smart Buildings),6. CIVIL & ENVIRONMENTAL ENGINEERING,6.5 Construction & Infrastructure,6.5.3 Building Systems,
176,Infrastructure Design To Enhance Mobility," Safety,  And Comfort (mobility)",6. CIVIL & ENVIRONMENTAL ENGINEERING,"6.5 Construction & Infrastructure, , ",
177,User-centered Autonomous Vehicles And Smart Transportation Systems (smart Transportation),6. CIVIL & ENVIRONMENTAL ENGINEERING,6.2 Transportation Engineering,6.2.3 Intelligent Transportation,
178,Data-driven Mixed Reality (vr/ar),2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.5 Human-Computer Interaction,2.5.2 VR/AR/MR,
179,Construction Automation,6. CIVIL & ENVIRONMENTAL ENGINEERING,6.5 Construction & Infrastructure,6.5.1 Construction Management,
180,Design,5. MECHANICAL & AEROSPACE ENGINEERING,5.4 Design & Manufacturing,5.4.1 Engineering Design,
181,Behavioral Science,8. INDUSTRIAL & SYSTEMS ENGINEERING,8.4 Human Factors & Ergonomics,8.4.1 Human Factors,
182,Sustainability,6. CIVIL & ENVIRONMENTAL ENGINEERING,6.3 Water Resources & Environmental,6.3.4 Climate & Sustainability,
183,Global Hydrology And Water Resources,6. CIVIL & ENVIRONMENTAL ENGINEERING,6.3 Water Resources & Environmental,6.3.1 Water Resources,
184,"""Hydrological Extremes - Floods"," Droughts,  Landslides,  Wildfires And Permafrost Thaw""",6. CIVIL & ENVIRONMENTAL ENGINEERING,6.4 Geotechnical Engineering,"6.4.3 Geohazards, "
185,Harnessing Big Data In Hydrology Using Ai/ml,6. CIVIL & ENVIRONMENTAL ENGINEERING,6.3 Water Resources & Environmental,6.3.1 Water Resources,
186,Risk Management,8. INDUSTRIAL & SYSTEMS ENGINEERING,8.1 Operations Research,8.1.4 Decision Analysis,
187,Human Machine Interface,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.5 Human-Computer Interaction,2.5.1 HCI & User Experience,
188,Multiphysics And Multiscale Modeling,5. MECHANICAL & AEROSPACE ENGINEERING,5.1 Solid Mechanics & Materials,5.1.2 Computational Mechanics,
189,Intelligent Infrastructure Systems,6. CIVIL & ENVIRONMENTAL ENGINEERING,6.5 Construction & Infrastructure,6.5.2 Smart Infrastructure,
190,Geomechanics And Geomaterials,6. CIVIL & ENVIRONMENTAL ENGINEERING,6.4 Geotechnical Engineering,6.4.1 Soil Mechanics,
191,Field Instrumentation,9. INTERDISCIPLINARY & EMERGING FIELDS,9.2 Physics & Applied Physics,9.2.2 Applied Physics,
192,Energy Geotechnics,6. CIVIL & ENVIRONMENTAL ENGINEERING,6.4 Geotechnical Engineering,,
193,Geohazards,6. CIVIL & ENVIRONMENTAL ENGINEERING,6.4 Geotechnical Engineering,6.4.3 Geohazards,
194,Structural Dynamics And Control,5. MECHANICAL & AEROSPACE ENGINEERING,5.5 Dynamics & Vibrations,5.5.1 Structural Dynamics,
195,Innovative Materials For Civil Infrastructure,6. CIVIL & ENVIRONMENTAL ENGINEERING,6.1 Structural Engineering,6.1.4 Construction Materials,
196,Sustainable Infrastructure Systems,6. CIVIL & ENVIRONMENTAL ENGINEERING,6.5 Construction & Infrastructure,,
197,Cybersecurity,2. COMPUTER SCIENCE & INFORMATION TECHNOLOGY,2.4 Networks & Security,2.4.2 Cybersecurity,
